微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I2tI8ncUX,z一曲醉红尘j,z一曲醉红尘j:【#驻英大使记者会播香港局势短片#】8月15日，中国驻英国大使刘晓明在大使馆召开的一场中外记者会上，播放了一段香港局势的视频。他说：“我们制作了一个短片，让大家看一看在西方媒体看不到的画面，听一听在西方媒体听不到的声音。”环球时报的秒拍视频  ,无,无,2019-08-16 13:39 ,小米6X 拍人更美,1,0,0
I2tI8oe9q,8号生活圈,8号生活圈:发布了头条文章：《香港学生会就是黑社会》  香港学生会就是黑社会  ,无,无,2019-08-16 13:39 ,微博 weibo.com,0,0,0
I2tI7cgCx,新胜兴盛,新胜兴盛:“全国人民代表大会常务委员会决定宣布战争状态或因香港特别行政区内发生香港特别行政区政府不能控制的危及国家统一或安全的动乱而决定香港特别行政区进入紧急状态，中央人民政府可发布命令将有关全国性法律在香港特别行政区实施。”也就是说，在上述特殊情况下，中央政府还可以直接决定《武警法》在香港地区实施。 http://t.cn/AiHl0wd0 原图 ,无,无,2019-08-16 13:39 ,分享按钮,0,0,0
I2tI6lvYk,平安随州,平安随州:#反暴力护香港#【#香港，我们来守护！#】香港，全球最为繁荣安定的城市之一，如今却在一些暴力示威者的破坏下不得安宁。香港警察忍辱负重，恪尽职守，始终守护着香港的安全；香港各行各业普通市民，也以他们自己的方式，默默地守护着这片他们热爱的土地。新华网的秒拍视频   ,无,无,2019-08-16 13:39 ,皮皮时光机,4,1,1
I2tI61kuM,你的芒果能给我吃吗,你的芒果能给我吃吗:#饭圈女孩爆笑怼香港愤青#废青必死了  ,无,无,2019-08-16 13:39,无,3,0,0
I2tI3nW3x,4ever耶,4ever耶:#驻英大使记者会播香港局势短片#废青们老是睁眼瞎的话那个眼珠子就赶紧抠出来捐给需要的人吧，别跟那儿浪费了[怒罵]。  ,无,无,2019-08-16 13:38 ,iPhone客户端,2,0,2
I2tI9j3sA,-篁竹闻水声-,-篁竹闻水声-:对于香港目前形式的一篇看法，内容比较全面。其中反映出的大陆政治手腕的缺陷(政治宣传、节奏把控等），非常值得深思。对香港目前情况的一点补充说明  ,无,无,2019-08-16 13:39 ,Android,0,0,1
I2tI9gvZ1,你的神仙阿姨,你的神仙阿姨:香港永远是中国的󾓭️口罩废青不要再搞乱香港了  也希望某国不要再插手干预中国内政#反暴力护香港##我也支持香港警察#  原图 ,无,无,2019-08-16 13:39 ,曲屏双摄vivo Xplay6,44,5,2
I2tI8ncUX,z一曲醉红尘j,z一曲醉红尘j:【#驻英大使记者会播香港局势短片#】8月15日，中国驻英国大使刘晓明在大使馆召开的一场中外记者会上，播放了一段香港局势的视频。他说：“我们制作了一个短片，让大家看一看在西方媒体看不到的画面，听一听在西方媒体听不到的声音。”环球时报的秒拍视频  ,无,无,2019-08-16 13:39 ,小米6X 拍人更美,1,0,0
I2tI8oe9q,8号生活圈,8号生活圈:发布了头条文章：《香港学生会就是黑社会》  香港学生会就是黑社会  ,无,无,2019-08-16 13:39 ,微博 weibo.com,0,0,0
I2tI7cgCx,新胜兴盛,新胜兴盛:“全国人民代表大会常务委员会决定宣布战争状态或因香港特别行政区内发生香港特别行政区政府不能控制的危及国家统一或安全的动乱而决定香港特别行政区进入紧急状态，中央人民政府可发布命令将有关全国性法律在香港特别行政区实施。”也就是说，在上述特殊情况下，中央政府还可以直接决定《武警法》在香港地区实施。 http://t.cn/AiHl0wd0 原图 ,无,无,2019-08-16 13:39 ,分享按钮,0,0,0
I2tHZd2GV,刘五一,刘五一:想让全世界知道：𝗜 𝗹𝗼𝘃𝗲 𝗖𝗵𝗶𝗻𝗮 🇨🇳 𝙃𝙤𝙣𝙜 𝙆𝙤𝙣𝙜 𝙞𝙨 𝙥𝙖𝙧𝙩 𝙤𝙛 𝘾𝙝𝙞𝙣𝙖 𝙛𝙤𝙧𝙚𝙫𝙚𝙧🇨🇳这就是我们的态度一起转！#14亿人撑香港# ！ http://t.cn/AiH0IJVM  http://t.cn/RJwSg8F 显示地图 ,无,无,2019-08-16 13:38 ,Huawei2Android,9,7,2
I2tHYDnQ1,李思佳哦,李思佳哦:#香港是中国的香港#  原图 ,无,无,2019-08-16 13:38 ,iPhone X,38,0,3
I2tHYlKb1,小梅梅,小梅梅:#李嘉诚发声#  “黄台之瓜 何堪再摘”李嘉诚是在喊话中央不要对香港太狠，也告诉香港人不要给中央这个机会。面上是响应中央，但用的典故，呵呵。香港烂成这样、乱成这样、一定程度上也缘于资本把持自身利益。李嘉诚以及香港四大家族，都不是什么好鸟  ,无,无,2019-08-16 13:38 ,iPhone XS Max,24,2,2
I2tHVEIMP,不喜薄凉,不喜薄凉:我不要废柴觉得，我要我觉得香港🇭🇰事件属于暑假限定，再过六天就结束🔚#香港是中国的香港##香港是中国香港# 【李嘉诚：对「一国两制」以谦和而珍之】今日香港要停止暴力，坚守法治 ，对「一国两制」，以谦和而珍之。以一个香港市民身份刊登广告，主要因为他认为，香港长期繁荣稳定系于「一国两制」行稳致远。今日香港，要停止暴力，坚守法治。时间的长河看不到尽头，人生的路走不回头。他的心声是：爱中国、爱香港、爱自己；大家一定要以爱之义，止息怒愤，对「一国两制」，以谦和而珍之。至于对年轻人有何看法？李嘉诚表示，投放资源在青年工作，永不后悔，因为投资青年，就是投资未来。「不要让今天的激情，成为明天的遗憾。」 [组图共3张] 原图 ,无,无,2019-08-16 13:38 ,iPhone客户端,1,0,0
I2tHUeKf8,影落解释,影落解释:#反暴力护香港#自古香港是我国的一部分，如果只是认识不清就肆意妄为，那么等待的不光是广大人民的唾骂还有法律的制裁，国家统一更是不容任何侵犯，香港警察加油！ 成都·盐市口  显示地图 原图 ,无,#反暴力护香港#,2019-08-16 13:38 ,iPhone 6s,4,0,0
I2tHTD4fC,徒乱天时a,徒乱天时a:#毕滢点赞内涵洪欣微博#毕滢戏怎么那么多？是不服气还是咋了？还点赞...能不能要点脸啊！  毕滢点赞暗讽洪欣微博：宫斗大戏 香港女人真厉害  ,无,无,2019-08-16 13:38 ,搜狗高速浏览器,0,0,0
I2tHTlr2D,爱喝酸梅汤的大地瓜,爱喝酸梅汤的大地瓜:突然想了想，香港人住那么小的房子吃个面七八十，压力那么大，活着就靠着那点自尊心，突然让香港和内地一样，执行一样的条例或者法律，他们肯定非常反对，那和“新”北京人不想放开北京户口的心态是一样的。  ,无,无,2019-08-16 13:38 ,iPhone,0,0,0
I2tHT1dzx,姑苏清寒,姑苏清寒:#博君一肖[超话]#爱你中国！！！加油香港！！！  ,无,无,2019-08-16 13:38 ,博君一肖超话,9,0,0
I2tHQnvGv,香港保险财富经理淂梅,香港保险财富经理淂梅:好好工作，为每一个家庭保驾护航#香港友邦# 香港特区·友邦廣場  显示地图 原图 ,无,#香港友邦#,2019-08-16 13:38 ,vivo X20全面屏手机,0,0,0
I2tHQ3NfT,雪恋亭,雪恋亭:《驻英大使播香港短片：让中外记者看看在西方媒体看不到的画面！》当地时间15日，中国驻英国大使馆在伦敦召开中外记者会。驻英大使播香港短片：让中外记者看看在西方媒体看不到的画面！  原图 ,无,无,2019-08-16 13:38 ,百度App,1,0,0
I2tHOyMH0,果七末了,果七末了:I am proud to be a Chinese .坚持一个中国原则香港是中国的一部分中国🇨🇳  ,无,无,2019-08-16 13:38 ,vivo智能手机,0,0,0
I2tHN8l3g,瑜我所欲也34256,瑜我所欲也34256:#我也支持香港警察# 港独:我觉得香港是独立的  hxm:我不要你觉得 我要我觉得 你听我的 你们不要闹了 就这样 都听我的  原图 ,无,无,2019-08-16 13:38 ,荣耀9青春版 全屏四摄,7,1,0
I2tHMuwUJ,是顾小熙耶,是顾小熙耶:from老李:我爱中国🇨🇳 支持香港🇨🇳🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳  🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳 🇨🇳  原图 ,无,无,2019-08-16 13:38 ,HUAWEI Mate 8,1,0,0
I2tHMcTFY,军粉菌粉,军粉菌粉:中共中央人民政府坚信，香港政府以及警察能处理好这一系列暴力示威事件，因为了给与香港高度自治权，坚信这个决定不会错，香港一国两制的方针不会变#守护香港##我也支持香港警察##反暴力护香港##香港各界支持止暴制乱# 军粉菌粉的微博视频  ,无,无,2019-08-16 13:38 ,军粉菌粉超话,132,10,22
I2tHLCdvW,浙江微力量,浙江微力量:【“法国蜘蛛侠”爬香港中环高楼处挂中国国旗和香港区旗】#法国蜘蛛侠爬高楼挂中国国旗#一名外籍男子16日早上8时许，爬上香港中环长江集团中心，在外墙挂起一幅印上中华人民共和国国旗及香港特区区旗的旗帜，国旗及区旗下印有黄色及红色两只手互握的图案，职员发现报警处理。据了解，挂旗帜的是有“法国蜘蛛侠”之称的罗伯特（Alain Robert）。#5人涉嫌侮辱国旗被香港警方拘捕#http://t.cn/AiHl9Lee ,无,无,2019-08-16 13:38 ,前置双摄vivo X9sPlus,21,1,1
I2tHKrgBH,桃之夭夭--蕥,桃之夭夭--蕥:美国为什么要搞乱香港原创 | 美国为什么要搞乱香港？  ,无,无,2019-08-16 13:38 ,iPhone客户端,0,0,0
I2tHKtRwR,ROY_羽源有缘,ROY_羽源有缘:#5人涉嫌侮辱国旗被香港警方拘捕#牢底坐穿，谢谢！  ,无,无,2019-08-16 13:38 ,王源的小汤圆,5,0,0
I2tHKceIA,请叫我小黑H,请叫我小黑H:#奶粉丁[超话]# 香港🇭🇰是中国的一部分 永远 请叫我小黑H的微博视频  ,无,无,2019-08-16 13:38 ,奶粉丁超话,2,0,0
I2tHHtH00,今天早睡了吗wa,今天早睡了吗wa:我真的不能再熬夜了 最近洗一次头掉一大把  想早点睡觉 但是睡前看到那些热搜 看那些废青的言行真的是气的睡不着 心疼中国 被外国惦记 还被一些白眼狼内部攻击#香港永远是中国的一部分##香港是中国的香港# 讲真我平时真的很少去评论什么的 现在真的不能忍 真的忍不住 真的很痛心为什么会发展成这样 废青你们没有心吗 [组图共6张] 原图 ,无,无,2019-08-16 13:38 ,HUAWEI nova 3,5,0,1
I2tHHtH00,今天早睡了吗wa,今天早睡了吗wa:我真的不能再熬夜了 最近洗一次头掉一大把  想早点睡觉 但是睡前看到那些热搜 看那些废青的言行真的是气的睡不着 心疼中国 被外国惦记 还被一些白眼狼内部攻击#香港永远是中国的一部分##香港是中国的香港# 讲真我平时真的很少去评论什么的 现在真的不能忍 真的忍不住 真的很痛心为什么会发展成这样 废青你们没有心吗 [组图共6张] 原图 ,无,无,2019-08-16 13:38 ,HUAWEI nova 3,5,0,1
I2tHF6Mii,冯炜光_HK,冯炜光_HK:香港🇭🇰之恥  原图 ,无,无,2019-08-16 13:38 ,iPhone客户端,30,7,11
I2tHEv6mL,我才是朵兰,我才是朵兰:#我们都有一个爱豆名字叫阿中#香港，台湾，澳门是中国不可缺少的一部分，从1840年开始到新中国成立，我们经历了多少苦难，才有了今天的成就。中国是我们56个民族的顶梁柱，神圣不可侵犯。中国人绝不允许有任何的反华势力，去撼动我们的顶梁柱，犯我中华者，虽远必诛。  ,无,无,2019-08-16 13:38 ,iPhone客户端,18,0,0
I2tHExeK8,tropomyosin,"tropomyosin:太厉害了叭『""守护全世界最好的阿中"" 饭圈女孩""开撕""香港示威者』""守护全世界最好的阿中"" 饭圈女孩""开撕""香港示威者  ",无,无,2019-08-16 13:38 ,荣耀 9X,2,0,1
I2tHCrVOl,月下逃,月下逃:#学诗#黄台瓜辞：种瓜黄台下，瓜熟子离离，一摘使瓜好，再摘令瓜稀，三摘尤自可，再摘抱蔓归。感觉有一个香港市民不实在啊  ,无,无,2019-08-16 13:37 ,iPhone客户端,0,0,0
I2tHCsYml,时光荏苒-初心依然,时光荏苒-初心依然:最近，在网上、电视上一看见香港艺人就特别讨厌，立即切换，可能有些冤枉香港艺人。但是，在当前形势下没有人出来做些、说些什么，总感觉他们对不起内地网友、影迷、歌迷的支持，哎！什么时候能消停，自己家孩子真是打不得动不得。  ,无,无,2019-08-16 13:37 ,iPhone客户端,1,0,0
I2tHBBdby,人工智能趋势,人工智能趋势:香港废青占领机场，影响的是谁？对当权者有影响吗？影响的是普通民众。这种抗争方式只会把大众推向自己的对立面，影响国际友人的看法。这帮笨蛋，屎吃的都是隔夜的  ,无,无,2019-08-16 13:37 ,微博 weibo.com,0,0,0
I2tHF6Mii,冯炜光_HK,冯炜光_HK:香港🇭🇰之恥  原图 ,无,无,2019-08-16 13:38 ,iPhone客户端,31,7,11
I2tHEv6mL,我才是朵兰,我才是朵兰:#我们都有一个爱豆名字叫阿中#香港，台湾，澳门是中国不可缺少的一部分，从1840年开始到新中国成立，我们经历了多少苦难，才有了今天的成就。中国是我们56个民族的顶梁柱，神圣不可侵犯。中国人绝不允许有任何的反华势力，去撼动我们的顶梁柱，犯我中华者，虽远必诛。  ,无,无,2019-08-16 13:38 ,iPhone客户端,18,0,0
I2tHExeK8,tropomyosin,"tropomyosin:太厉害了叭『""守护全世界最好的阿中"" 饭圈女孩""开撕""香港示威者』""守护全世界最好的阿中"" 饭圈女孩""开撕""香港示威者  ",无,无,2019-08-16 13:38 ,荣耀 9X,2,0,1
I2tHryHHX,睡到星星了,睡到星星了:今天宝贝给我讲了微博上的一些人，他们说饭圈女孩都是被官媒煽动、他们支持香港认为香港只是合理诉求、他们觉得大家都看不到外面的世界，可是并不是这样的，这些言论看得我很憋屈，也很心痛。香港一直是中国的领土，根本不存在合理诉求一说，他们只是崇洋媚外、觉得美英的空气都是香的，有些人骨子里就有奴性，跪久了就站不起来了。我爱中国这句话说出来可能有很多人觉得很冠冕堂皇，可是并不是的，这是溶于骨血的爱，我出生在这个祖国。十万青年十万军，国难岂待儿孙平？这是重复在我梦里的画面，我爱我的祖国，不是别人简简单单一句话可以煽动、也不是谁轻易就可以改变的。还有就是并不是外面的东西就是真理、就是和谐、就是自由，每个人都有自己的想法，到了外面之后你会发现其实很多东西也都是煽动性的言论，如果这种时候你都不相信自己的祖国，倒不如修改国籍另取谋生，我们的祖国也不需要口口声声打着自由平等的名号、其实说着煽动性话语的渣滓。最后，我们的国家曾经发生了什么每个人都很清楚。有些人跪下了就起不来了，甚至有人把他们拉起来还反被怪罪，自己又跪了下去。可是我们，我们是哪怕被打跪下了也不会弯下自己的脊梁，我们永远站立，我们的脊梁永远挺立，而祖国，就是我们的脊梁。 ,无,无,2019-08-16 13:37 ,HUAWEI P20,5,1,5
I2tHremoj,和魂垟才,和魂垟才:中午，人事敲着我的桌子：醒醒，上班了！晚上，我到ins上扣着香港人的门：醒醒，中国强大了！  ,无,无,2019-08-16 13:37 ,微博 weibo.com,3,0,0
I2tHqFoq0,骑驴爱发呆,骑驴爱发呆:#香港各界支持止暴制乱# 来个橙v帮个忙  ,无,无,2019-08-16 13:37 ,nova5Pro人像超级夜景,3,0,0
I2tHgAccO,尔朱捭菩688228,尔朱捭菩688228: 以洛北现在的修为，就算是被人一下子揭示出自己的身份，也不会失神惊呼，但是和银色长袍的年轻男子一个对视之间，洛北却#过去与今天5592#看到对方的瞳孔之中有七彩的光芒一闪，这一下洛北就出现了片刻 #香港警方4天拘捕149人#  [组图共2张] 原图 ,无,无,2019-08-16 13:37 ,微博 weibo.com,0,0,0
I2tHfp3bJ,我和他的猫cat,我和他的猫cat:#亚马逊回应T恤事件#看到这些东西很痛心 我们的国徽象征我们的国家 你们随意“践踏”真的好吗。我们国家尊重每一个国家，同时也希望你们能够尊重我们，如果不想尊重也不能做伤害我们的事情。关于领土问题请你们记住香港永远是中国的。  ,无,无,2019-08-16 13:37 ,荣耀8X,3,0,0
I2tHd63Ca,咔呱叽呼,咔呱叽呼:#我也支持香港警察# 原来这段时间发生了这么多事情  ,无,无,2019-08-16 13:36 ,iPhone客户端,0,0,0
I2tHapPb8,有点难泡,有点难泡:#驻英大使记者会播香港局势短片#不管任何时候，我们都能掷地有声：香港是中国的香港，香港事务绝不容外国插手！#驻英大使记者会播香港局势短片#  ,无,无,2019-08-16 13:36,无,5,1,0
